Card  19: 17 81 36 92 90 86 59 41 40 34 | 48 71  3 99 87 39 10 35 37 57 46 20 49 90 50 70 55  2 23  5 25 16 77 24 94
Card  20: 75 95 91 52 32 47 39 20 35 44 | 30 87 76 13 49 83 82 51  1 22 17 29 68 66 80 33 10 84 46 31 16 40 97 24 78
Card  21: 98 63 87 15 81 61 92 77 97 25 |  8 35 81 12 21 16 77 83 52  6 24 91 92 31 97 61 11 49 66 17 45 63  4 80 99
Card  22: 20 91 49 50  9 71 92 25 14 94 | 40 94 13 85 25 28  4 84 50 71 92 35 20  9 88 60 49 18 70 91 14 19 98 51 41
Card  23:  9 21 89 17 42 13 80 27 81 10 | 89 20 24 93  4 48 29  9 39 42 37  6 91 83 14 41  2 72 30 81 57 69 94 49 76
Card  24: 63  1 62  2 93 18 11 83 70 25 | 38 53 12 83 11 62 13 70  2 18 63 28 25 50 23 44  1 69 16  7 31 99 98 90 27
Card  25: 19  9 73 32 24  6 10 62 47 98 | 28 95 81 49 32 98 19 10 21 42 48 63  2 69 84 92 47 99 20 25  5 39  7 65 91
Card  26: 12 22 47 17 35 27  4 18 89 97 | 57 95 42 67 93 19 61 27 60 49 31 15 35 68 81 18 40 16 72 83 80 17 48  6  7
Card  27: 50 11  3 16 86 51 57 98  1 82 |  9 28 98  6 78 21 51 17 44 91 50 37 79 68  4 12 47 63 76 85 16 60  7 53  1
Card  28: 14 18 82 45 77 81 68  6 87 67 | 58 53 87 18 65 23 32 13 81 26 61 11 34 97 28 51 72 20 85 89  8 57 95 21 45
Card  29: 52 61 26 15 20 37 34 90 93 74 | 99 60 61 26 24 83  1 16 33 55 52 46 23 90 37 21 93 20 44 18 15 62 72 45 34
Card  30: 54 78 45 53 10 86  3 58 47 23 | 95 18 28 34 63  3 90 19 31 10 79 87 23 13  8 37 73 58  4 85 78 62 84 41 64
Card  31: 32  9 36 62 37 60 51 61 50 19 | 60 27 26 63 78 19 90 47 79 21 51 62 13 56  8  9 39 74 33 91 98 65 58 37  7
Card  32: 58 97 39 63  5 10 59 16 20 32 | 67 98 78 97 50 72 87 46 21 79 91 20 51 84 10 96 11 43 32 75 39 83 47 58  5
Card  33: 94 13 40 18 29  6 56 53 67 64 | 20 41 90 14 29 85 58 13 53 16 10 76 27 44  1 69 49 70 36 73 66 54 23 48 72
Card  34: 95 81 26 82 32 65 11 33 90 75 | 61 26 95 83 18 58 63 98 14 77 97 94 49 45 15 59 73 88 62 48  8 32 11 71 70
Card  35: 75 97 71 16 32 72 99  4 47 86 | 61 47 75 49 96  6 22 48 98  4 70 73 87 63  9 94 76 13  7 52 21 99 28 39 29
Card  36:  8 16 18 96 52 67 51 20 48  9 | 60 79 66 32 76 14 88 47  2  5 15 28 74 72 83 24 58 17 63 21 81 55 38 90 11
Card  37: 57 52 94 36  9 98 32 15 68 84 | 11 66 29 71 93 56 59  7  4 57 85 48 30 63 60 33 54 28 68 10 95 76 49 80 27
